rho             ne              v_phi           Te              E_rho           Psi              
6.19000000E-04  8.06000000E-01  -2.50000000E-04  9.46000000E-07  1.42000000E-04  8.10000000E-08
6.20000000E-04  8.09000000E-01  -2.48000000E-04  9.46000000E-07  1.41000000E-04  8.08000000E-08
6.22000000E-04  8.12000000E-01  -2.46000000E-04  9.46000000E-07  1.41000000E-04  8.05000000E-08
6.23000000E-04  8.15000000E-01  -2.44000000E-04  9.46000000E-07  1.41000000E-04  8.03000000E-08
6.25000000E-04  8.17000000E-01  -2.42000000E-04  9.46000000E-07  1.41000000E-04  8.01000000E-08
6.26000000E-04  8.20000000E-01  -2.40000000E-04  9.46000000E-07  1.41000000E-04  7.99000000E-08
6.28000000E-04  8.22000000E-01  -2.39000000E-04  9.46000000E-07  1.40000000E-04  7.97000000E-08
6.29000000E-04  8.25000000E-01  -2.37000000E-04  9.47000000E-07  1.40000000E-04  7.95000000E-08
6.31000000E-04  8.27000000E-01  -2.35000000E-04  9.47000000E-07  1.40000000E-04  7.93000000E-08
6.32000000E-04  8.30000000E-01  -2.33000000E-04  9.47000000E-07  1.40000000E-04  7.91000000E-08
6.34000000E-04  8.32000000E-01  -2.31000000E-04  9.47000000E-07  1.40000000E-04  7.89000000E-08
6.35000000E-04  8.35000000E-01  -2.30000000E-04  9.47000000E-07  1.40000000E-04  7.87000000E-08
6.37000000E-04  8.37000000E-01  -2.28000000E-04  9.47000000E-07  1.39000000E-04  7.85000000E-08
6.38000000E-04  8.39000000E-01  -2.26000000E-04  9.48000000E-07  1.39000000E-04  7.83000000E-08
6.40000000E-04  8.42000000E-01  -2.24000000E-04  9.48000000E-07  1.39000000E-04  7.81000000E-08
6.41000000E-04  8.44000000E-01  -2.23000000E-04  9.48000000E-07  1.39000000E-04  7.79000000E-08
6.42000000E-04  8.46000000E-01  -2.21000000E-04  9.48000000E-07  1.39000000E-04  7.77000000E-08
6.44000000E-04  8.49000000E-01  -2.19000000E-04  9.48000000E-07  1.38000000E-04  7.75000000E-08
6.45000000E-04  8.51000000E-01  -2.17000000E-04  9.48000000E-07  1.38000000E-04  7.73000000E-08
6.47000000E-04  8.53000000E-01  -2.16000000E-04  9.48000000E-07  1.38000000E-04  7.71000000E-08
6.48000000E-04  8.55000000E-01  -2.14000000E-04  9.49000000E-07  1.38000000E-04  7.69000000E-08
6.49000000E-04  8.57000000E-01  -2.12000000E-04  9.49000000E-07  1.38000000E-04  7.67000000E-08
6.51000000E-04  8.60000000E-01  -2.11000000E-04  9.49000000E-07  1.37000000E-04  7.65000000E-08
6.52000000E-04  8.62000000E-01  -2.09000000E-04  9.49000000E-07  1.37000000E-04  7.63000000E-08
6.54000000E-04  8.64000000E-01  -2.07000000E-04  9.49000000E-07  1.37000000E-04  7.61000000E-08
6.55000000E-04  8.66000000E-01  -2.06000000E-04  9.49000000E-07  1.37000000E-04  7.59000000E-08
6.56000000E-04  8.68000000E-01  -2.04000000E-04  9.50000000E-07  1.37000000E-04  7.58000000E-08
6.58000000E-04  8.70000000E-01  -2.03000000E-04  9.50000000E-07  1.36000000E-04  7.56000000E-08
6.59000000E-04  8.72000000E-01  -2.01000000E-04  9.50000000E-07  1.36000000E-04  7.54000000E-08
6.60000000E-04  8.74000000E-01  -1.99000000E-04  9.50000000E-07  1.36000000E-04  7.52000000E-08
6.62000000E-04  8.76000000E-01  -1.98000000E-04  9.50000000E-07  1.36000000E-04  7.50000000E-08
6.63000000E-04  8.78000000E-01  -1.96000000E-04  9.50000000E-07  1.36000000E-04  7.48000000E-08
6.64000000E-04  8.80000000E-01  -1.95000000E-04  9.51000000E-07  1.35000000E-04  7.47000000E-08
6.66000000E-04  8.82000000E-01  -1.93000000E-04  9.51000000E-07  1.35000000E-04  7.45000000E-08
6.67000000E-04  8.84000000E-01  -1.91000000E-04  9.51000000E-07  1.35000000E-04  7.43000000E-08
6.68000000E-04  8.86000000E-01  -1.90000000E-04  9.51000000E-07  1.35000000E-04  7.41000000E-08
6.70000000E-04  8.88000000E-01  -1.88000000E-04  9.51000000E-07  1.35000000E-04  7.39000000E-08
6.71000000E-04  8.90000000E-01  -1.87000000E-04  9.52000000E-07  1.34000000E-04  7.37000000E-08
6.72000000E-04  8.91000000E-01  -1.85000000E-04  9.52000000E-07  1.34000000E-04  7.36000000E-08
6.74000000E-04  8.93000000E-01  -1.84000000E-04  9.52000000E-07  1.34000000E-04  7.34000000E-08
6.75000000E-04  8.95000000E-01  -1.82000000E-04  9.52000000E-07  1.34000000E-04  7.32000000E-08
6.77000000E-04  8.97000000E-01  -1.81000000E-04  9.52000000E-07  1.33000000E-04  7.30000000E-08
6.78000000E-04  8.99000000E-01  -1.79000000E-04  9.53000000E-07  1.33000000E-04  7.28000000E-08
6.79000000E-04  9.01000000E-01  -1.78000000E-04  9.53000000E-07  1.33000000E-04  7.27000000E-08
6.81000000E-04  9.02000000E-01  -1.76000000E-04  9.53000000E-07  1.33000000E-04  7.25000000E-08
6.82000000E-04  9.04000000E-01  -1.75000000E-04  9.53000000E-07  1.33000000E-04  7.23000000E-08
6.83000000E-04  9.06000000E-01  -1.73000000E-04  9.53000000E-07  1.32000000E-04  7.21000000E-08
6.84000000E-04  9.08000000E-01  -1.72000000E-04  9.53000000E-07  1.32000000E-04  7.20000000E-08
6.86000000E-04  9.09000000E-01  -1.70000000E-04  9.54000000E-07  1.32000000E-04  7.18000000E-08
6.87000000E-04  9.11000000E-01  -1.69000000E-04  9.54000000E-07  1.32000000E-04  7.16000000E-08
6.88000000E-04  9.13000000E-01  -1.67000000E-04  9.54000000E-07  1.31000000E-04  7.14000000E-08
6.90000000E-04  9.14000000E-01  -1.66000000E-04  9.54000000E-07  1.31000000E-04  7.13000000E-08
6.91000000E-04  9.16000000E-01  -1.65000000E-04  9.54000000E-07  1.31000000E-04  7.11000000E-08
6.92000000E-04  9.18000000E-01  -1.63000000E-04  9.55000000E-07  1.31000000E-04  7.09000000E-08
6.94000000E-04  9.19000000E-01  -1.62000000E-04  9.55000000E-07  1.31000000E-04  7.08000000E-08
6.95000000E-04  9.21000000E-01  -1.60000000E-04  9.55000000E-07  1.30000000E-04  7.06000000E-08
6.96000000E-04  9.22000000E-01  -1.59000000E-04  9.55000000E-07  1.30000000E-04  7.04000000E-08
6.98000000E-04  9.24000000E-01  -1.57000000E-04  9.55000000E-07  1.30000000E-04  7.02000000E-08
6.99000000E-04  9.26000000E-01  -1.56000000E-04  9.56000000E-07  1.30000000E-04  7.01000000E-08
7.00000000E-04  9.27000000E-01  -1.55000000E-04  9.56000000E-07  1.29000000E-04  6.99000000E-08
7.02000000E-04  9.29000000E-01  -1.53000000E-04  9.56000000E-07  1.29000000E-04  6.97000000E-08
7.03000000E-04  9.30000000E-01  -1.52000000E-04  9.56000000E-07  1.29000000E-04  6.96000000E-08
7.04000000E-04  9.32000000E-01  -1.51000000E-04  9.56000000E-07  1.29000000E-04  6.94000000E-08
7.06000000E-04  9.33000000E-01  -1.49000000E-04  9.57000000E-07  1.28000000E-04  6.92000000E-08
7.07000000E-04  9.35000000E-01  -1.48000000E-04  9.57000000E-07  1.28000000E-04  6.90000000E-08
7.08000000E-04  9.36000000E-01  -1.46000000E-04  9.57000000E-07  1.28000000E-04  6.89000000E-08
7.10000000E-04  9.38000000E-01  -1.45000000E-04  9.57000000E-07  1.28000000E-04  6.87000000E-08
7.11000000E-04  9.39000000E-01  -1.44000000E-04  9.58000000E-07  1.27000000E-04  6.85000000E-08
7.12000000E-04  9.40000000E-01  -1.42000000E-04  9.58000000E-07  1.27000000E-04  6.84000000E-08
7.14000000E-04  9.42000000E-01  -1.41000000E-04  9.58000000E-07  1.27000000E-04  6.82000000E-08
7.15000000E-04  9.43000000E-01  -1.40000000E-04  9.58000000E-07  1.27000000E-04  6.80000000E-08
7.16000000E-04  9.45000000E-01  -1.38000000E-04  9.58000000E-07  1.26000000E-04  6.79000000E-08
7.18000000E-04  9.46000000E-01  -1.37000000E-04  9.59000000E-07  1.26000000E-04  6.77000000E-08
7.19000000E-04  9.47000000E-01  -1.36000000E-04  9.59000000E-07  1.26000000E-04  6.75000000E-08
7.20000000E-04  9.49000000E-01  -1.35000000E-04  9.59000000E-07  1.26000000E-04  6.74000000E-08
7.21000000E-04  9.50000000E-01  -1.33000000E-04  9.59000000E-07  1.25000000E-04  6.72000000E-08
7.23000000E-04  9.51000000E-01  -1.32000000E-04  9.59000000E-07  1.25000000E-04  6.70000000E-08
7.24000000E-04  9.53000000E-01  -1.31000000E-04  9.60000000E-07  1.25000000E-04  6.69000000E-08
7.25000000E-04  9.54000000E-01  -1.29000000E-04  9.60000000E-07  1.25000000E-04  6.67000000E-08
7.27000000E-04  9.55000000E-01  -1.28000000E-04  9.60000000E-07  1.24000000E-04  6.65000000E-08
7.28000000E-04  9.57000000E-01  -1.27000000E-04  9.60000000E-07  1.24000000E-04  6.64000000E-08
7.29000000E-04  9.58000000E-01  -1.26000000E-04  9.61000000E-07  1.24000000E-04  6.62000000E-08
7.31000000E-04  9.59000000E-01  -1.24000000E-04  9.61000000E-07  1.24000000E-04  6.60000000E-08
7.32000000E-04  9.60000000E-01  -1.23000000E-04  9.61000000E-07  1.23000000E-04  6.59000000E-08
7.33000000E-04  9.62000000E-01  -1.22000000E-04  9.61000000E-07  1.23000000E-04  6.57000000E-08
7.35000000E-04  9.63000000E-01  -1.21000000E-04  9.62000000E-07  1.23000000E-04  6.55000000E-08
7.36000000E-04  9.64000000E-01  -1.19000000E-04  9.62000000E-07  1.23000000E-04  6.54000000E-08
7.37000000E-04  9.65000000E-01  -1.18000000E-04  9.62000000E-07  1.22000000E-04  6.52000000E-08
7.39000000E-04  9.67000000E-01  -1.17000000E-04  9.62000000E-07  1.22000000E-04  6.51000000E-08
7.40000000E-04  9.68000000E-01  -1.16000000E-04  9.62000000E-07  1.22000000E-04  6.49000000E-08
7.42000000E-04  9.69000000E-01  -1.15000000E-04  9.63000000E-07  1.22000000E-04  6.47000000E-08
7.43000000E-04  9.70000000E-01  -1.13000000E-04  9.63000000E-07  1.21000000E-04  6.46000000E-08
7.44000000E-04  9.71000000E-01  -1.12000000E-04  9.63000000E-07  1.21000000E-04  6.44000000E-08
7.46000000E-04  9.72000000E-01  -1.11000000E-04  9.63000000E-07  1.21000000E-04  6.42000000E-08
7.47000000E-04  9.73000000E-01  -1.10000000E-04  9.64000000E-07  1.21000000E-04  6.41000000E-08
7.48000000E-04  9.75000000E-01  -1.09000000E-04  9.64000000E-07  1.20000000E-04  6.39000000E-08
7.50000000E-04  9.76000000E-01  -1.07000000E-04  9.64000000E-07  1.20000000E-04  6.37000000E-08
7.51000000E-04  9.77000000E-01  -1.06000000E-04  9.64000000E-07  1.20000000E-04  6.36000000E-08
7.52000000E-04  9.78000000E-01  -1.05000000E-04  9.65000000E-07  1.19000000E-04  6.34000000E-08
7.54000000E-04  9.79000000E-01  -1.04000000E-04  9.65000000E-07  1.19000000E-04  6.33000000E-08
7.55000000E-04  9.80000000E-01  -1.03000000E-04  9.65000000E-07  1.19000000E-04  6.31000000E-08
7.56000000E-04  9.81000000E-01  -1.02000000E-04  9.65000000E-07  1.19000000E-04  6.29000000E-08
7.58000000E-04  9.82000000E-01  -1.01000000E-04  9.65000000E-07  1.18000000E-04  6.28000000E-08
7.59000000E-04  9.83000000E-01  -9.94000000E-05  9.66000000E-07  1.18000000E-04  6.26000000E-08
7.61000000E-04  9.84000000E-01  -9.83000000E-05  9.66000000E-07  1.18000000E-04  6.24000000E-08
7.62000000E-04  9.85000000E-01  -9.72000000E-05  9.66000000E-07  1.18000000E-04  6.23000000E-08
7.63000000E-04  9.86000000E-01  -9.61000000E-05  9.66000000E-07  1.17000000E-04  6.21000000E-08
7.65000000E-04  9.87000000E-01  -9.49000000E-05  9.67000000E-07  1.17000000E-04  6.20000000E-08
7.66000000E-04  9.88000000E-01  -9.38000000E-05  9.67000000E-07  1.17000000E-04  6.18000000E-08
7.68000000E-04  9.89000000E-01  -9.27000000E-05  9.67000000E-07  1.16000000E-04  6.16000000E-08
7.69000000E-04  9.90000000E-01  -9.16000000E-05  9.67000000E-07  1.16000000E-04  6.15000000E-08
7.70000000E-04  9.91000000E-01  -9.06000000E-05  9.68000000E-07  1.16000000E-04  6.13000000E-08
7.72000000E-04  9.92000000E-01  -8.95000000E-05  9.68000000E-07  1.16000000E-04  6.11000000E-08
7.73000000E-04  9.93000000E-01  -8.84000000E-05  9.68000000E-07  1.15000000E-04  6.10000000E-08
7.75000000E-04  9.94000000E-01  -8.73000000E-05  9.68000000E-07  1.15000000E-04  6.08000000E-08
7.76000000E-04  9.95000000E-01  -8.63000000E-05  9.69000000E-07  1.15000000E-04  6.07000000E-08
7.77000000E-04  9.95000000E-01  -8.52000000E-05  9.69000000E-07  1.14000000E-04  6.05000000E-08
7.79000000E-04  9.96000000E-01  -8.42000000E-05  9.69000000E-07  1.14000000E-04  6.03000000E-08
7.80000000E-04  9.97000000E-01  -8.31000000E-05  9.69000000E-07  1.14000000E-04  6.02000000E-08
7.82000000E-04  9.98000000E-01  -8.21000000E-05  9.70000000E-07  1.14000000E-04  6.00000000E-08
7.83000000E-04  9.99000000E-01  -8.10000000E-05  9.70000000E-07  1.13000000E-04  5.98000000E-08
7.85000000E-04  1.00000000E+00  -8.00000000E-05  9.70000000E-07  1.13000000E-04  5.97000000E-08
7.86000000E-04  1.00000000E+00  -7.90000000E-05  9.70000000E-07  1.13000000E-04  5.95000000E-08
7.87000000E-04  1.00000000E+00  -7.79000000E-05  9.71000000E-07  1.12000000E-04  5.94000000E-08
7.89000000E-04  1.00000000E+00  -7.69000000E-05  9.71000000E-07  1.12000000E-04  5.92000000E-08
7.90000000E-04  1.00000000E+00  -7.59000000E-05  9.71000000E-07  1.12000000E-04  5.90000000E-08
7.92000000E-04  1.00000000E+00  -7.49000000E-05  9.71000000E-07  1.12000000E-04  5.89000000E-08
7.93000000E-04  1.00000000E+00  -7.39000000E-05  9.72000000E-07  1.11000000E-04  5.87000000E-08
7.95000000E-04  1.01000000E+00  -7.29000000E-05  9.72000000E-07  1.11000000E-04  5.85000000E-08
7.96000000E-04  1.01000000E+00  -7.19000000E-05  9.72000000E-07  1.11000000E-04  5.84000000E-08
7.98000000E-04  1.01000000E+00  -7.10000000E-05  9.72000000E-07  1.10000000E-04  5.82000000E-08
7.99000000E-04  1.01000000E+00  -7.00000000E-05  9.73000000E-07  1.10000000E-04  5.81000000E-08
8.01000000E-04  1.01000000E+00  -6.90000000E-05  9.73000000E-07  1.10000000E-04  5.79000000E-08
8.02000000E-04  1.01000000E+00  -6.80000000E-05  9.73000000E-07  1.09000000E-04  5.77000000E-08
8.04000000E-04  1.01000000E+00  -6.71000000E-05  9.73000000E-07  1.09000000E-04  5.76000000E-08
8.05000000E-04  1.01000000E+00  -6.61000000E-05  9.74000000E-07  1.09000000E-04  5.74000000E-08
8.07000000E-04  1.01000000E+00  -6.52000000E-05  9.74000000E-07  1.09000000E-04  5.72000000E-08
8.08000000E-04  1.01000000E+00  -6.42000000E-05  9.74000000E-07  1.08000000E-04  5.71000000E-08
8.10000000E-04  1.01000000E+00  -6.33000000E-05  9.74000000E-07  1.08000000E-04  5.69000000E-08
8.11000000E-04  1.01000000E+00  -6.24000000E-05  9.75000000E-07  1.08000000E-04  5.67000000E-08
8.13000000E-04  1.01000000E+00  -6.14000000E-05  9.75000000E-07  1.07000000E-04  5.66000000E-08
8.14000000E-04  1.01000000E+00  -6.05000000E-05  9.75000000E-07  1.07000000E-04  5.64000000E-08
8.16000000E-04  1.02000000E+00  -5.96000000E-05  9.76000000E-07  1.07000000E-04  5.62000000E-08
8.17000000E-04  1.02000000E+00  -5.87000000E-05  9.76000000E-07  1.06000000E-04  5.61000000E-08
8.19000000E-04  1.02000000E+00  -5.78000000E-05  9.76000000E-07  1.06000000E-04  5.59000000E-08
8.21000000E-04  1.02000000E+00  -5.69000000E-05  9.76000000E-07  1.06000000E-04  5.57000000E-08
8.22000000E-04  1.02000000E+00  -5.60000000E-05  9.77000000E-07  1.05000000E-04  5.56000000E-08
8.24000000E-04  1.02000000E+00  -5.51000000E-05  9.77000000E-07  1.05000000E-04  5.54000000E-08
8.25000000E-04  1.02000000E+00  -5.42000000E-05  9.77000000E-07  1.05000000E-04  5.52000000E-08
8.27000000E-04  1.02000000E+00  -5.33000000E-05  9.77000000E-07  1.04000000E-04  5.51000000E-08
8.29000000E-04  1.02000000E+00  -5.24000000E-05  9.78000000E-07  1.04000000E-04  5.49000000E-08
8.30000000E-04  1.02000000E+00  -5.16000000E-05  9.78000000E-07  1.04000000E-04  5.47000000E-08
8.32000000E-04  1.02000000E+00  -5.07000000E-05  9.78000000E-07  1.03000000E-04  5.45000000E-08
8.34000000E-04  1.02000000E+00  -4.98000000E-05  9.78000000E-07  1.03000000E-04  5.44000000E-08
8.35000000E-04  1.02000000E+00  -4.90000000E-05  9.79000000E-07  1.03000000E-04  5.42000000E-08
8.37000000E-04  1.02000000E+00  -4.81000000E-05  9.79000000E-07  1.02000000E-04  5.40000000E-08
8.39000000E-04  1.02000000E+00  -4.73000000E-05  9.79000000E-07  1.02000000E-04  5.39000000E-08
8.40000000E-04  1.02000000E+00  -4.64000000E-05  9.79000000E-07  1.02000000E-04  5.37000000E-08
8.42000000E-04  1.02000000E+00  -4.56000000E-05  9.80000000E-07  1.01000000E-04  5.35000000E-08
8.44000000E-04  1.02000000E+00  -4.48000000E-05  9.80000000E-07  1.01000000E-04  5.33000000E-08
8.46000000E-04  1.03000000E+00  -4.40000000E-05  9.80000000E-07  1.01000000E-04  5.32000000E-08
8.47000000E-04  1.03000000E+00  -4.32000000E-05  9.81000000E-07  1.00000000E-04  5.30000000E-08
8.49000000E-04  1.03000000E+00  -4.24000000E-05  9.81000000E-07  1.00000000E-04  5.28000000E-08
8.51000000E-04  1.03000000E+00  -4.16000000E-05  9.81000000E-07  9.98000000E-05  5.26000000E-08
8.52000000E-04  1.03000000E+00  -4.08000000E-05  9.81000000E-07  9.95000000E-05  5.25000000E-08
8.54000000E-04  1.03000000E+00  -4.00000000E-05  9.82000000E-07  9.91000000E-05  5.23000000E-08
8.56000000E-04  1.03000000E+00  -3.93000000E-05  9.82000000E-07  9.88000000E-05  5.21000000E-08
8.58000000E-04  1.03000000E+00  -3.85000000E-05  9.82000000E-07  9.84000000E-05  5.20000000E-08
8.59000000E-04  1.03000000E+00  -3.78000000E-05  9.82000000E-07  9.81000000E-05  5.18000000E-08
8.61000000E-04  1.03000000E+00  -3.71000000E-05  9.83000000E-07  9.78000000E-05  5.16000000E-08
8.63000000E-04  1.03000000E+00  -3.64000000E-05  9.83000000E-07  9.74000000E-05  5.14000000E-08
8.65000000E-04  1.03000000E+00  -3.57000000E-05  9.83000000E-07  9.71000000E-05  5.13000000E-08
8.66000000E-04  1.03000000E+00  -3.50000000E-05  9.83000000E-07  9.68000000E-05  5.11000000E-08
8.68000000E-04  1.03000000E+00  -3.43000000E-05  9.84000000E-07  9.64000000E-05  5.09000000E-08
8.70000000E-04  1.03000000E+00  -3.36000000E-05  9.84000000E-07  9.61000000E-05  5.08000000E-08
8.72000000E-04  1.03000000E+00  -3.29000000E-05  9.84000000E-07  9.58000000E-05  5.06000000E-08
8.73000000E-04  1.03000000E+00  -3.23000000E-05  9.84000000E-07  9.54000000E-05  5.04000000E-08
8.75000000E-04  1.03000000E+00  -3.16000000E-05  9.85000000E-07  9.51000000E-05  5.03000000E-08
8.77000000E-04  1.03000000E+00  -3.10000000E-05  9.85000000E-07  9.48000000E-05  5.01000000E-08
8.79000000E-04  1.03000000E+00  -3.04000000E-05  9.85000000E-07  9.44000000E-05  4.99000000E-08
8.80000000E-04  1.03000000E+00  -2.97000000E-05  9.85000000E-07  9.41000000E-05  4.98000000E-08
8.82000000E-04  1.03000000E+00  -2.91000000E-05  9.85000000E-07  9.38000000E-05  4.96000000E-08
8.84000000E-04  1.03000000E+00  -2.85000000E-05  9.86000000E-07  9.34000000E-05  4.94000000E-08
8.86000000E-04  1.03000000E+00  -2.79000000E-05  9.86000000E-07  9.31000000E-05  4.93000000E-08
8.87000000E-04  1.03000000E+00  -2.73000000E-05  9.86000000E-07  9.28000000E-05  4.91000000E-08
8.89000000E-04  1.03000000E+00  -2.68000000E-05  9.86000000E-07  9.24000000E-05  4.89000000E-08
8.91000000E-04  1.03000000E+00  -2.62000000E-05  9.87000000E-07  9.21000000E-05  4.88000000E-08
8.93000000E-04  1.03000000E+00  -2.56000000E-05  9.87000000E-07  9.18000000E-05  4.86000000E-08
8.95000000E-04  1.03000000E+00  -2.51000000E-05  9.87000000E-07  9.14000000E-05  4.84000000E-08
8.96000000E-04  1.03000000E+00  -2.45000000E-05  9.87000000E-07  9.11000000E-05  4.83000000E-08
8.98000000E-04  1.04000000E+00  -2.40000000E-05  9.88000000E-07  9.08000000E-05  4.81000000E-08
9.00000000E-04  1.04000000E+00  -2.35000000E-05  9.88000000E-07  9.05000000E-05  4.80000000E-08
9.02000000E-04  1.04000000E+00  -2.29000000E-05  9.88000000E-07  9.01000000E-05  4.78000000E-08
9.04000000E-04  1.04000000E+00  -2.24000000E-05  9.88000000E-07  8.98000000E-05  4.76000000E-08
9.05000000E-04  1.04000000E+00  -2.19000000E-05  9.88000000E-07  8.95000000E-05  4.75000000E-08
9.07000000E-04  1.04000000E+00  -2.14000000E-05  9.89000000E-07  8.91000000E-05  4.73000000E-08
9.09000000E-04  1.04000000E+00  -2.09000000E-05  9.89000000E-07  8.88000000E-05  4.71000000E-08
9.11000000E-04  1.04000000E+00  -2.05000000E-05  9.89000000E-07  8.85000000E-05  4.70000000E-08
9.13000000E-04  1.04000000E+00  -2.00000000E-05  9.89000000E-07  8.82000000E-05  4.68000000E-08
9.15000000E-04  1.04000000E+00  -1.95000000E-05  9.89000000E-07  8.78000000E-05  4.67000000E-08
9.16000000E-04  1.04000000E+00  -1.91000000E-05  9.90000000E-07  8.75000000E-05  4.65000000E-08
9.18000000E-04  1.04000000E+00  -1.86000000E-05  9.90000000E-07  8.72000000E-05  4.63000000E-08
9.20000000E-04  1.04000000E+00  -1.82000000E-05  9.90000000E-07  8.68000000E-05  4.62000000E-08
9.22000000E-04  1.04000000E+00  -1.77000000E-05  9.90000000E-07  8.65000000E-05  4.60000000E-08
9.24000000E-04  1.04000000E+00  -1.73000000E-05  9.90000000E-07  8.62000000E-05  4.59000000E-08
9.26000000E-04  1.04000000E+00  -1.69000000E-05  9.91000000E-07  8.59000000E-05  4.57000000E-08
9.28000000E-04  1.04000000E+00  -1.65000000E-05  9.91000000E-07  8.55000000E-05  4.55000000E-08
9.29000000E-04  1.04000000E+00  -1.61000000E-05  9.91000000E-07  8.52000000E-05  4.54000000E-08
9.31000000E-04  1.04000000E+00  -1.57000000E-05  9.91000000E-07  8.49000000E-05  4.52000000E-08
9.33000000E-04  1.04000000E+00  -1.53000000E-05  9.91000000E-07  8.46000000E-05  4.51000000E-08
9.35000000E-04  1.04000000E+00  -1.49000000E-05  9.91000000E-07  8.42000000E-05  4.49000000E-08
9.37000000E-04  1.04000000E+00  -1.45000000E-05  9.92000000E-07  8.39000000E-05  4.47000000E-08
9.39000000E-04  1.04000000E+00  -1.41000000E-05  9.92000000E-07  8.36000000E-05  4.46000000E-08
9.41000000E-04  1.04000000E+00  -1.38000000E-05  9.92000000E-07  8.33000000E-05  4.44000000E-08
9.43000000E-04  1.04000000E+00  -1.34000000E-05  9.92000000E-07  8.29000000E-05  4.43000000E-08
9.45000000E-04  1.04000000E+00  -1.31000000E-05  9.92000000E-07  8.26000000E-05  4.41000000E-08
9.47000000E-04  1.04000000E+00  -1.27000000E-05  9.92000000E-07  8.23000000E-05  4.39000000E-08
9.48000000E-04  1.04000000E+00  -1.24000000E-05  9.93000000E-07  8.20000000E-05  4.38000000E-08
9.50000000E-04  1.04000000E+00  -1.21000000E-05  9.93000000E-07  8.16000000E-05  4.36000000E-08
9.52000000E-04  1.04000000E+00  -1.17000000E-05  9.93000000E-07  8.13000000E-05  4.35000000E-08
9.54000000E-04  1.04000000E+00  -1.14000000E-05  9.93000000E-07  8.10000000E-05  4.33000000E-08
9.56000000E-04  1.04000000E+00  -1.11000000E-05  9.93000000E-07  8.07000000E-05  4.31000000E-08
9.58000000E-04  1.04000000E+00  -1.08000000E-05  9.93000000E-07  8.03000000E-05  4.30000000E-08
9.60000000E-04  1.04000000E+00  -1.05000000E-05  9.94000000E-07  8.00000000E-05  4.28000000E-08
9.62000000E-04  1.04000000E+00  -1.02000000E-05  9.94000000E-07  7.97000000E-05  4.27000000E-08
9.64000000E-04  1.04000000E+00  -9.91000000E-06  9.94000000E-07  7.94000000E-05  4.25000000E-08
9.66000000E-04  1.04000000E+00  -9.63000000E-06  9.94000000E-07  7.90000000E-05  4.24000000E-08
9.68000000E-04  1.04000000E+00  -9.35000000E-06  9.94000000E-07  7.87000000E-05  4.22000000E-08
9.70000000E-04  1.04000000E+00  -9.08000000E-06  9.94000000E-07  7.84000000E-05  4.20000000E-08
9.72000000E-04  1.04000000E+00  -8.81000000E-06  9.94000000E-07  7.81000000E-05  4.19000000E-08
9.74000000E-04  1.04000000E+00  -8.56000000E-06  9.95000000E-07  7.78000000E-05  4.17000000E-08
9.76000000E-04  1.04000000E+00  -8.30000000E-06  9.95000000E-07  7.74000000E-05  4.16000000E-08
9.78000000E-04  1.04000000E+00  -8.06000000E-06  9.95000000E-07  7.71000000E-05  4.14000000E-08
9.80000000E-04  1.04000000E+00  -7.82000000E-06  9.95000000E-07  7.68000000E-05  4.13000000E-08
9.82000000E-04  1.04000000E+00  -7.58000000E-06  9.95000000E-07  7.65000000E-05  4.11000000E-08
9.84000000E-04  1.04000000E+00  -7.36000000E-06  9.95000000E-07  7.62000000E-05  4.09000000E-08
9.86000000E-04  1.04000000E+00  -7.13000000E-06  9.95000000E-07  7.59000000E-05  4.08000000E-08
9.88000000E-04  1.04000000E+00  -6.92000000E-06  9.95000000E-07  7.55000000E-05  4.06000000E-08
9.90000000E-04  1.04000000E+00  -6.71000000E-06  9.96000000E-07  7.52000000E-05  4.05000000E-08
9.92000000E-04  1.04000000E+00  -6.50000000E-06  9.96000000E-07  7.49000000E-05  4.03000000E-08
9.94000000E-04  1.04000000E+00  -6.30000000E-06  9.96000000E-07  7.46000000E-05  4.02000000E-08
9.96000000E-04  1.04000000E+00  -6.11000000E-06  9.96000000E-07  7.43000000E-05  4.00000000E-08
9.98000000E-04  1.04000000E+00  -5.92000000E-06  9.96000000E-07  7.40000000E-05  3.99000000E-08
1.00000000E-03  1.04000000E+00  -5.73000000E-06  9.96000000E-07  7.37000000E-05  3.97000000E-08
1.00000000E-03  1.04000000E+00  -5.55000000E-06  9.96000000E-07  7.34000000E-05  3.96000000E-08
1.00000000E-03  1.04000000E+00  -5.38000000E-06  9.96000000E-07  7.31000000E-05  3.94000000E-08
1.01000000E-03  1.04000000E+00  -5.20000000E-06  9.96000000E-07  7.28000000E-05  3.93000000E-08
1.01000000E-03  1.04000000E+00  -5.04000000E-06  9.97000000E-07  7.25000000E-05  3.91000000E-08
1.01000000E-03  1.04000000E+00  -4.88000000E-06  9.97000000E-07  7.22000000E-05  3.90000000E-08
1.01000000E-03  1.04000000E+00  -4.72000000E-06  9.97000000E-07  7.19000000E-05  3.88000000E-08
1.01000000E-03  1.04000000E+00  -4.56000000E-06  9.97000000E-07  7.16000000E-05  3.87000000E-08
1.02000000E-03  1.04000000E+00  -4.41000000E-06  9.97000000E-07  7.13000000E-05  3.85000000E-08
1.02000000E-03  1.04000000E+00  -4.27000000E-06  9.97000000E-07  7.10000000E-05  3.84000000E-08
1.02000000E-03  1.04000000E+00  -4.13000000E-06  9.97000000E-07  7.07000000E-05  3.83000000E-08
